label,text
1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
0,I wont. So wat's wit the guys
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
0,"Not yet chikku..going to room nw, i'm in bus.."
0,Hi.:)technical support.providing assistance to us customer through call and email:)
1,"Ur balance is now Â£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
0,Just nw i came to hme da..
0,I will come tomorrow di
1,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
0,You were supposed to wake ME up &gt;:(
0,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
1,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
0,We have pizza if u want
0,Hahaha..use your brain dear
0,Jay's getting really impatient and belligerent
0,Should I be stalking u?
0,Am only searching for good dual sim mobile pa.
0,thanks for the temales it was wonderful. Thank. Have a great week.
0,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
0,Well boy am I glad G wasted all night at applebees for nothing
0,I will be outside office take all from there
1,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
0,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
0,Sen told that he is going to join his uncle finance in cbe
0,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
0,Have you started in skye
0,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
0,Ok
0,No dear i was sleeping :-P
0,Even my brother is not like to speak with me. They treat me like aids patent.
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
0,K...k:)why cant you come here and search job:)
0,Am okay. Will soon be over. All the best
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
0,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
0,Any way where are you and what doing.
1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
0,K:)k..its good:)when are you going?
0,U buy newspapers already?
0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
0,No. On the way home. So if not for the long dry spell the season would have been over
0,What's nannys address?
0,Anything lor but toa payoh got place 2 walk meh...
0,"K I'm ready,  &lt;#&gt; ?"
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
0,Ok then i come n pick u at engin?
0,"So check your errors and if you had difficulties, do correction."
0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
0,Nothing. Can...
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
0,Printer is cool. I mean groovy. Wine is groovying
0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
0,I'm in school now n i'll be in da lab doing some stuff give me a call when Ã¼ r done.
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
0,Can you open the door?
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
0,"Aight, I'm chillin in a friend's room so text me when you're on the way"
0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
1,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
0,"I hav almost reached. Call, i m unable to connect u."
0,"Not sure yet, still trying to get a hold of him"
0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
0,Hope you are having a great day.
0,It took Mr owl 3 licks
0,I remain unconvinced that this isn't an elaborate test of my willpower
0,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
0,When/where do I pick you up
0,Dude just saw a parked car with its sunroof popped up. Sux
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
0,WHITE FUDGE OREOS ARE IN STORES
0,Happy new year to u too!
1,Missed call alert. These numbers called but left no message. 07008009200
0,No message..no responce..what happend?
0,I am in your office na.
0,I'm awake oh. What's up.
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
0,Welp apparently he retired
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
0,"alright babe, justthought iÂd sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."
0,K.k:)apo k.good movie.
0,ALRITE
0,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
0,You call times job today ok umma and ask them to speed up
0,"I'm not coming over, do whatever you want"
0,I'm e person who's doing e sms survey...
0,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
0,Understand. his loss is my gain :) so do you work? School?
0,Dai what this da.. Can i send my resume to this id.
0,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
0,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
0,U meet other fren dun wan meet me ah... Muz b a guy rite...
0,Pls dont forget to study
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
0,What time you coming down later? 
0,Are you still playing with gautham?
0,Pls send me your address sir.
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
0,Haha... Really oh no... How? Then will they deduct your lesson tmr?
0,Are you coming to day for class.
0,Simply sitting and watching match in office..
0,Ok can...
0,Hurry home. Soup is DONE!
0,Eatin my lunch...
0,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
0,"Hiya, had a good day? Have you spoken to since the weekend?"
0,Convey my regards to him
1,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
0,Ya had just now.onion roast.
0,From here after The performance award is calculated every two month.not for current one month period..
0,Can not use foreign stamps in this country.
1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
0,Do Ã¼ all wan 2 meet up n combine all the parts? How's da rest of da project going?
0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
0,Where's my boytoy? I miss you ... What happened?
0,Near kalainar tv office.thenampet
0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
0,"If we hit it off, you can move in with me :)"
0,"Sorry, I'll call later in meeting"
0,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ã¼ leaving earlier or wat mah cos mayb Ã¼ haf to walk v far...
0,Anything lor if they all go then i go lor...
0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
0,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
0,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
1,2/2 146tf150p
0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
0,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
0,Hey! There's veggie pizza... :/
0,"Yo, the game almost over? Want to go to walmart soon"
0,Oh for fuck's sake she's in like tallahassee
0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
0,"Yo, any way we could pick something up tonight?"
0,K..u also dont msg or reply to his msg..
0,No that just means you have a fat head
0,Not directly behind... Abt 4 rows behind Ã¼...
0,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
0,Can Ã¼ all decide faster cos my sis going home liao..
0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
0,"Wat time liao, where still got."
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Â£1.50pm approx 3mins
0,U WILL SWITCH YOUR FONE ON DAMMIT!!
0,I thk Ã¼ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
0,Hmmm.but you should give it on one day..
0,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÂS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
0,Ok i juz receive..
0,Yupz... I've oredi booked slots 4 my weekends liao... 
0,Exactly. Anyways how far. Is jide her to study or just visiting
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
0,Did either of you have any idea's? Do you know of anyplaces doing something?
0,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
0,S s..first time..dhoni rocks...
0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
0,Networking job is there.
0,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
0,"Yo, you around? Just got my car back"
0,Shopping lor. Them raining mah hard 2 leave orchard.
0,Hi :)finally i completed the course:)
0,K:)all the best:)congrats...
0,Ã wait 4 me in sch i finish ard 5..
0,Do you know when the result.
0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
0,Not getting anywhere with this damn job hunting over here!
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
0,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
0,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
0,I'm home.
0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
0,JADE ITS PAUL. Y DIDNÂT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
0,Still i have not checked it da. . .
0,Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.
0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
0,"There'll be a minor shindig at my place later tonight, you interested?"
0,Be sure to check your yahoo email. We sent photos yesterday
0,That is wondarfull song
0,You will be in the place of that man
0,"Uh, heads up we don't have THAT much left"
0,I not at home now lei...
0,But really quite funny lor wat... Then u shd haf run shorter distance wat...
0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
0,Went to pay rent. So i had to go to the bank to authorise the payment.
0,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
0,She ran off with a younger man. we will make pretty babies together :)
0,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
0,what are your new years plans?
0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
0,Ok
0,When did i use soc... I use it only at home... Ã dunno how 2 type it in word ar...
0,Omg it could snow here tonite!
0,Its like that hotel dusk game i think. You solve puzzles in a area thing
0,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
0,Your daily text from me â a favour this time
0,Or I guess  &lt;#&gt;  min
0,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
1,88800 and 89034 are premium phone services call 08718711108
0,Takin a shower now but yeah I'll leave when I'm done
0,Do you always celebrate NY's with your family ?
1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
0,Stupid.its not possible
0,S now only i took tablets . Reaction morning only.
0,"Sure, I'll see if I can come by in a bit"
1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.
0,Sorry * was at the grocers.
0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
0,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
0,Dont put your phone on silent mode ok
0,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
0,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ã¼ cut ur hair. 
0,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
1,88066 FROM 88066 LOST 3POUND HELP
0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
0,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IÂLLSPEAK 2U SOONLOTS OF LOVEME XXXX.
0,"sir, you will receive the account no another 1hr time. Sorry for the delay."
0,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
0,Ok no prob...
1,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
0,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
0,I'm leaving my house now.
0,Er yep sure. Props?
0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
0,Have you had a good day? Mine was really busy are you up to much tomorrow night?
0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
0,Wrong phone! This phone! I answer this one but assume the other is people i don't well
0,Indeed and by the way it was either or - not both !
0,Only once then after ill obey all yours.
0,Then we wait 4 u lor... No need 2 feel bad lar...
1,RGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50
1,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
0,Hey you can pay. With salary de. Only  &lt;#&gt; .
0,Long beach lor. Expected... U having dinner now?
0,"K so am I, how much for an 8th? Fifty?"
0,Depends on where u going lor.
0,Ok i am on the way to home hi hi
1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
1,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
0,Siva is in hostel aha:-.
0,Lol no. Just trying to make your day a little more interesting
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
0,Should I have picked up a receipt or something earlier
0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
0,Tmrw. Im finishing 9 doors
0,May b approve panalam...but it should have more posts..
1,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
0,Dear i have reache room
0,"K, text me when you're on the way"
0,Auntie huai juan never pick up her phone
0,Y bishan lei... I tot Ã¼ say lavender? 
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
0,I cant pick the phone right now. Pls send a message
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
0,LOL ... No just was busy
0,"Just checked out, heading out to drop off my stuff now"
0,Wat r u doing now?
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
0,Early bird! Any purchases yet?
0,Ya it came a while ago
0,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
0,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
0,What Today-sunday..sunday is holiday..so no work..
0,Shall call now dear having food
0,May i call You later Pls
0,Jordan got voted out last nite!
0,We can go 4 e normal pilates after our intro...  
0,I'm going 2 orchard now laready me reaching soon. U reaching?
0,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
0,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
0,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
0,"What will we do in the shower, baby?"
0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
0,I am not sure about night menu. . . I know only about noon menu
0,Big brotherâs really scraped the barrel with this shower of social misfits
0,I have to take exam with in march 3
0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
1,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL
0,Hui xin is in da lib.
0,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
0,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
1,You have 1 new message. Please call 08718738034.
0,I'm now but have to wait till 2 for the bus to pick me.
0,Think + da. You wil do.
1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÂ£3.99
0,Raviyog Peripherals bhayandar east
0,On the way to office da..
0,Well. You know what i mean. Texting
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
1,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over Â£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
0,U coming 2 pick me?
